video_id,title,publishedAt,views,likes,comments
rY0Jr5hHT08,CHUYẾN DU LỊCH TẠM BIỆT MÙA HÈ | INTO THE WILD | my20s,2021-09-21T13:05:28Z,273530,15103,600
4JM7gpxmR70,"[SUB] AMSTERDAM TRIP | ĐI XĂM, XỎ KHUYÊN, PHỐ ĐÈN ĐỎ, THỬ ĐỒ ĂN ĐƯỜNG PHỐ, CHỢ ĐỒ CŨ | my20s",2022-03-01T15:15:03Z,397234,15406,930
FVv9lWBpS6c,GOING HOME VLOG | VỀ THĂM GIA ĐÌNH SAU 3 NĂM | ĐI BAY VỚI TRANG 😎✈️,2019-09-03T12:16:07Z,663720,26350,1210
ceWVTNMUW-I,"Cách mình quay và edit video YouTube | camera, cách chỉnh màu video, nguồn nhạc bản quyền | my20s",2023-06-11T13:02:39Z,163157,7608,375
5m42U-4-AXQ,HOW I EDIT MY INSTAGRAM PHOTOS 2020 | LÀM SAO ĐỂ TRÔNG CAO LÊN MÀ KHÔNG CẦN KÉO CHÂN 😂📸 | my20s,2020-04-16T13:03:48Z,289798,15932,815
2gVbcuJcnN4,SINH NHẬT BỊ INSTA ĐIỀU KHIỂN | ZOOM FANMEETING | BIRTHDAY VLOG | my20s 🎂,2021-02-27T14:34:06Z,327860,14459,650
itUwrcZObHg,[SUB] GLOW UP TRONG 24H | ĐI INFLUENCER EVENT Ở ĐỨC CÙNG MÌNH | my20s,2021-10-25T14:01:09Z,268485,11844,600
1BlDt4Yf_iA,SĂN ĐỒ CŨ Ở ĐỨC | FRANKFURT| THRIFT WITH ME| my20s,2020-08-16T14:32:36Z,362259,18646,898
6O9MCH7Voys,"PHÁT TRIỂN BẢN THÂN, TÌM VIỆC, GIAO TIẾP XÃ HỘI, HỌC KĨ NĂNG MỚI | my20s",2022-03-22T14:00:18Z,111262,5550,118
h_KX3-ui6ac,NHỮNG THỨ HAY HO TRANG DÙNG TRONG THÁNG 10 | OCTOBER FAVORITES | my20s,2019-10-24T13:00:12Z,264450,13780,1353
2bTK3GPp0eg,TỦ ĐỒ SKINCARE CỦA MÌNH CÓ GÌ? | SKINCARE ROUTINE UPDATE | DỌN VÀ LẤP ĐẦY TỦ LẠNH | my20s,2021-08-02T13:01:06Z,192477,9727,447
sVKi5RlKFlA,1 NGÀY Ở HỘI AN | my20s,2023-02-26T13:00:16Z,139245,5349,215
H6webMEzfY4,TUẦN QUA TRANG MẶC GÌ | OUTFIT OF THE WEEK | TIPS PHỐI ĐỒ CHO MÙA THU ĐÔNG | my20s 🦦,2019-11-08T14:00:42Z,414933,18582,671
fbLeMxbROxs,EXTREME makeover | Thạch Trang phiên bản bánh bèo | my20s ☆彡,2021-12-21T13:13:43Z,174391,8934,441
lzLTW0I2TeI,TIPS LẤY LẠI ĐỘNG LỰC SAU KÌ NGHỈ DÀI | BACK TO SCHOOL TIPS | phiên bản du học sinh | my20s 🔥🔥🔥,2019-10-12T13:05:20Z,327598,15836,788
DvL8jzu9TWU,[sub] Berlin Vlog | Cuối tuần năng động =))) | my20s,2023-05-09T14:31:29Z,210336,6492,431
87MptM1wuzw,[SUB] HOW I TAKE MY INSTAGRAM PHOTOS | THEO TRANG ĐI CHỤP ẢNH 📸 | my20s,2019-06-29T10:01:04Z,821938,39135,1574
p9M0GQUXhO8,[SUB] 1 TUẦN DEADLINE NGẬP MẶT | CÁCH MÌNH QUẢN LÝ THỜI GIAN VÀ LÀM VIỆC HIỆU QUẢ | my20s,2021-01-17T15:00:11Z,269856,11007,491
Te5fcLGFjLs,MUNICH TRIP | ĐI CHỢ ĐỒ CŨ AUGSBURG | DUA LIPA CONCERT | my20s,2022-05-28T13:02:53Z,210146,7717,727
OCzq8u3JgEs,[sub] Closet makeover | dọn tủ quần áo cùng mình | DIY | my20s,2023-04-04T14:01:06Z,215193,5815,355
7sLbkQotH5c,GET READY WITH ME | TRẢI NGHIỆM TIÊM PHÒNG CV19 Ở ĐỨC | DẠO QUANH KHU NHÀ MỚI CỦA MÌNH | my20s 🌲,2021-09-16T13:00:11Z,219166,9742,528
ZXJB4qsVe_M,STORMY DE CHINGCHING | my20s 🐈,2019-11-23T13:00:55Z,358123,19665,957
Vcyk-V9VsLA,1CHIẾC VLOG RẤT DÀIIII 😂⛈ | TRẢ LỜI CÁC CÂU HỎI VỀ STORMY | STORMY Q&A | my20s,2019-12-01T13:03:34Z,317710,13521,1658
wM9vZo-DyKM,[SUB] VINTAGE WHITE RABBIT MAKEUP TUTORIAL | my20s,2020-11-28T13:01:59Z,156001,7836,338
mm484NQqhM4,[sub] I got a boob job | Quá trình chi tiết phẫu thuật và phục hồi | my20s,2023-03-30T14:30:06Z,570388,14880,809
_zBW6SUXhw8,"[SUB] APARTMENT MAKEOVER + TOUR | 700€ PRIVATE STUDENT APARTMENT IN DARMSTADT, GERMANY | my20s",2020-11-02T12:59:26Z,752428,29261,1219
7KRXJmP1JrA,SEPTEMBER FAVORITES | CÁCH DƯỠNG DA BODY ẨM MỊN ĐỀU MÀU | my20s 🧴🛁,2020-09-28T13:03:20Z,149929,7908,1088
7tRq_Jyeni4,Back to school giveaway | Cùng mình đi mua đồ dùng học tập cho mọi người | my20s,2022-09-06T13:30:42Z,184884,8244,1737
BhAO_iqxi00,ROOM TOUR | STORMY hỏi xin bác Chuối kính của JENNIE nhưng bác Chuối không muốn trả lời | my20s,2020-05-21T13:00:19Z,274551,12480,618
AQV8ZivpijA,MÚKTALK 🥄 | TEST TRÍ THÔNG MINH CỦA THẠCH TRANG | my20s,2020-05-23T13:00:35Z,149185,7310,470
I3hx3Mibjyo,CHUYẾN PICNIC MÙA XUÂN | TIPS CHỤP VÀ CHỈNH ẢNH | PRESET LIGHTROOM MỚI NHẤT | my20s,2021-03-28T13:31:14Z,264896,11059,480
aTqinhuVuJc,SÀI GÒN VLOG | MEET&GREET | my20s,2022-10-28T14:30:06Z,106023,4934,232
7eEb7QylS7Y,UNBOX NÚT BẠC VÀ NHỮNG SỰ THẬT THÚ VỊ VỀ THẠCH TRANG | my20s 👏🏻,2019-08-04T11:59:49Z,263535,18627,2077
XdOK9x-vIv0,GLOWING UP FOR CHRISTMAS | LÀM ĐẸP ĐÓN GIÁNG SINH | BÁC TRANG LẠI NHUỘM TÓC 😂 | my20s,2019-12-22T13:02:14Z,323465,13379,734
GCL4QFgmKSw,"DIY VLOG | Thử làm theo các hot trend trên TikTok, Pinterest | my20s",2021-04-18T13:00:30Z,401255,14764,581
L5XwVQAH8Cw,TUI BIẾT NÓI TIẾNG PHÁP ?!?🧐 | Thử thách 1 ngày nói tiếng Pháp tại Pháp | my20s,2022-05-05T13:14:26Z,365661,11179,1081
we3t0u4bxm4,[SUB] Q&A XĂM VÀ XỎ KHUYÊN | DAILY VLOG | my20s,2022-03-09T14:03:50Z,249628,9557,297
nzcVlSs8xmA,LẠI CHUYỂN NHÀ ?!?? | CHUYẾN ĐI BÃO TỐ | CÓ NÊN SỐNG Ở WIESBADEN ? | my20s,2021-05-29T14:01:55Z,334011,13477,826
saq31NnLWCY,Happy Easter 🐇 #thachtrang #my20s #fyp #xuhuong #viralmakeup #makeuptransformation,2023-04-09T11:22:46Z,44831,2624,13
oP8yPLcWxHg,GIVING MYSELF A MAKEOVER | THAY ĐỔI PHONG CÁCH | XỎ KHUYÊN Ở ĐỨC ĐẮT DÃ MAN 😭💗,2019-06-09T10:22:42Z,474618,18497,1284
CC6DLWPAeBM,CHĂM SÓC TÓC VÀ TẠO KIỂU | TRANG UỐN TÓC NHƯ NÀO | HOW I DO MY HAIR | my20s 🧖🏻‍♀️,2019-11-27T13:01:19Z,213768,10176,677
S3gpJXodNJs,Ở NHÀ VẪN CÓ ẢNH ĐẸP | HOW I TAKE INSTAGRAM PICS BY MYSELF | TIPS SỐNG ẢO ☺️ | my20s,2020-04-02T13:02:42Z,408211,18643,1680
mop62zbmJU4,HOW I LEARN ENGLISH | CÙNG MÌNH HỌC TIẾNG ANH 1 NGÀY | my20s 🤓,2019-06-15T11:01:23Z,271462,13148,814
wlmefOywQo4,LOANH QUANH CHÂU ÂU 🚞 | TRANG Ở BUDAPEST | TRAVEL VLOG | my20s,2020-01-05T13:04:12Z,417952,14796,802
AcduL_P4Kdg,DU HỌC ĐỨC 🇩🇪 | BLEACHING & DYING MY HAIR PASTEL BLUE ☁️ | TẨY VÀ NHUỘM TÓC TẠI NHÀ | my20s,2019-03-31T09:06:34Z,820801,20472,1121
yRadKYgMpJ0,SUMMER OUTFITS | HÈ NÀY MẶC GÌ ☀️ | my20s,2020-05-31T03:00:05Z,263760,14673,819
IlooeeXfB7U,TỰ TẨY CHÂN TÓC TẠI NHÀ | ĐI CHỢ ĐỒ CŨ | UNBOX ĐỒ SKINCARE MỚI | LÀM NƯỚC DETOX | THE MOVIE | my20s,2021-08-09T14:00:11Z,194509,9089,537
4yxHkYmjd2I,Recreating my old YouTube video | Sự thật sau chiếc vlog 2 triệu view | my20s,2021-05-15T13:01:04Z,146150,6916,429
UKnnxUEfhrI,AUGUST HAUL + BACK TO SCHOOL GIVE AWAY | Tháng 8 Trang mua gì ? | my20s,2019-08-24T12:00:34Z,339055,17691,1963
mop62zbmJU4,HOW I LEARN ENGLISH | CÙNG MÌNH HỌC TIẾNG ANH 1 NGÀY | my20s 🤓,2019-06-15T11:01:23Z,271462,13148,814
I0YxPC0pM7w,ĂN SẬP HÀ NỘI | ĐI XĂM LẦN ĐẦU | TẠI SAO TRANG MUỐN XĂM Ở VN | my20s,2019-10-04T11:59:32Z,473910,19168,1101
TodgK25WwqE,DU HỌC ĐỨC 🇩🇪 | SPRING DIARY | CUỘC SỐNG DU HỌC | my20s 🌧,2019-05-05T10:05:11Z,190930,8361,594
2818taY7Qko,"TIPS MUA, SỬA VÀ PHỐI QUẦN ÁO CŨ | THRIFT FLIP | my20s",2020-08-03T13:15:09Z,660936,25108,1076
IsuZzi3brUQ,[SUB] DIY TILE TABLE | REARRANGE MY APARTMENT | SẮP XẾP LẠI NHÀ CỬA TRƯỚC GIÁNG SINH | my20s,2021-11-23T13:34:51Z,204100,12029,612
bkmGY8GKRu4,LẦN ĐẦU ĐI FASHION WEEK | NHẬT KÍ ĐI DỰ EVENT CỦA 1 INTROVERT | my20s,2022-08-18T14:58:15Z,152399,7163,461
OOnsEzigPtk,HOW I EDIT MY INSTAGRAM PHOTOS | TRANG CHỈNH ẢNH NHƯ THẾ NÀO 🤔 | my20s,2019-07-09T10:05:59Z,519661,25570,879
PTiDgYb40aI,[SUB] Xuân này mặc gì | OOTW | my20s,2022-01-26T13:00:20Z,120643,5913,254
EcSW39NeRSA,[SUB] WINTER TRY ON HAUL | QUẦN ÁO MÙA ĐÔNG TUI MỚI MUA | urban outfitters | my20s,2020-12-27T13:00:11Z,212110,10425,458
Rra1lot9TTQ,TỰ CẮT TÓC NGẮN VÀ TÓC MÁI THƯA | CHIT CHAT | LÀM SAO ĐỂ TỰ TIN | my20s,2020-01-20T13:00:02Z,395040,13171,686
4Ozkdq8ET2w,[SUB] ABG (Asian Baby Girl) transformation | my20s,2021-02-16T15:00:36Z,850449,32104,1075
q3ofl9ZQAfE,DƯỠNG DA CĂNG BÓNG GIÁ RẺ | HOW I GET GLASS SKIN ♥️ | My20s,2019-02-01T10:41:55Z,654126,17616,989
g_lJfrLcRUw,CHỢ ĐỒ CŨ Ở ĐỨC CÓ GÌ 🧦 | ĐI SĂN ĐỒ CŨ CÙNG TRANG | my20s 🧵,2019-08-11T10:59:38Z,399014,16678,1006
Zhsm5M4YAPI,DU HỌC ĐỨC 🇩🇪 | ĐÓN SINH NHẬT CÙNG TRANG | ĐI CONCERT Ở ĐỨC | MY BIRTHDAY VLOG 🎂 | My20s,2019-03-01T09:43:25Z,384059,14142,895
